SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,485,244.0,241.0,,4.0,28.0,11.0,47.0,,34.0,361.0,9.0,,7.0,65.0,5.0,,11.0,49.0,62.0,476.0,485.0,478.0,420.0,480.0,485,474.0,436.0,423.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,432,215.0,217.0,,4.0,27.0,13.0,47.0,1.0,19.0,321.0,10.0,1.0,10.0,71.0,4.0,,14.0,35.0,61.0,422.0,431.0,422.0,361.0,428.0,432,418.0,397.0,371.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,10th Grade,438,209.0,229.0,,8.0,23.0,25.0,42.0,1.0,28.0,311.0,9.0,,9.0,72.0,,,14.0,28.0,46.0,429.0,438.0,429.0,366.0,438.0,438,424.0,410.0,392.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,496,227.0,268.0,1.0,2.0,32.0,11.0,42.0,2.0,35.0,372.0,11.0,1.0,,47.0,2.0,1.0,3.0,53.0,63.0,485.0,495.0,496.0,449.0,494.0,495,493.0,443.0,433.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,496,233.0,263.0,,2.0,35.0,14.0,37.0,,33.0,375.0,13.0,,2.0,52.0,1.0,3.0,8.0,51.0,45.0,483.0,496.0,494.0,444.0,495.0,493,488.0,445.0,451.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,484,243.0,241.0,,3.0,31.0,13.0,47.0,,34.0,356.0,12.0,,9.0,58.0,8.0,,9.0,61.0,61.0,472.0,484.0,475.0,426.0,476.0,484,475.0,423.0,423.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,436,217.0,219.0,,4.0,28.0,13.0,46.0,1.0,20.0,324.0,13.0,1.0,11.0,67.0,6.0,,8.0,36.0,55.0,423.0,435.0,425.0,369.0,430.0,436,428.0,400.0,381.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,419,197.0,222.0,,8.0,20.0,23.0,40.0,,24.0,304.0,5.0,,9.0,62.0,,,14.0,33.0,40.0,414.0,419.0,410.0,357.0,419.0,419,405.0,386.0,379.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,11th Grade,387,189.0,198.0,,5.0,36.0,21.0,33.0,2.0,17.0,273.0,10.0,,10.0,67.0,5.0,,13.0,24.0,42.0,377.0,387.0,377.0,320.0,382.0,387,374.0,363.0,345.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,502,237.0,264.0,1.0,2.0,41.0,11.0,38.0,,41.0,369.0,15.0,,6.0,48.0,1.0,2.0,7.0,56.0,42.0,487.0,502.0,496.0,454.0,501.0,500,495.0,446.0,460.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,469,235.0,234.0,,2.0,34.0,11.0,42.0,,32.0,348.0,10.0,,2.0,51.0,6.0,,18.0,57.0,59.0,459.0,469.0,467.0,418.0,463.0,469,451.0,412.0,410.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,427,219.0,208.0,,4.0,28.0,12.0,46.0,1.0,18.0,318.0,8.0,1.0,10.0,57.0,5.0,,6.0,41.0,48.0,419.0,426.0,417.0,370.0,422.0,427,421.0,386.0,379.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,422,201.0,221.0,,8.0,22.0,19.0,40.0,,21.0,312.0,8.0,,11.0,53.0,2.0,,11.0,34.0,38.0,414.0,422.0,411.0,369.0,420.0,422,411.0,388.0,384.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,381,189.0,192.0,,5.0,33.0,27.0,29.0,2.0,18.0,267.0,8.0,,15.0,67.0,4.0,,8.0,32.0,37.0,373.0,381.0,366.0,314.0,377.0,381,373.0,349.0,344.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,12th Grade,408,195.0,213.0,,1.0,31.0,16.0,52.0,1.0,14.0,293.0,9.0,,10.0,76.0,13.0,,15.0,21.0,41.0,399.0,408.0,398.0,332.0,395.0,408,393.0,387.0,367.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,408,188.0,218.0,2.0,,24.0,5.0,31.0,1.0,37.0,310.0,5.0,2.0,1.0,34.0,,1.0,1.0,32.0,52.0,403.0,406.0,407.0,374.0,408.0,407,407.0,376.0,356.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,544,247.0,297.0,,2.0,31.0,18.0,42.0,2.0,48.0,401.0,13.0,,8.0,55.0,1.0,1.0,13.0,53.0,63.0,531.0,544.0,536.0,489.0,543.0,543,531.0,491.0,481.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,526,239.0,287.0,,4.0,32.0,15.0,42.0,2.0,36.0,395.0,14.0,2.0,9.0,61.0,2.0,1.0,13.0,45.0,67.0,512.0,524.0,517.0,465.0,524.0,525,513.0,481.0,459.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,509,245.0,264.0,,2.0,37.0,13.0,42.0,,31.0,384.0,17.0,,7.0,69.0,,3.0,14.0,29.0,49.0,492.0,509.0,502.0,440.0,509.0,506,495.0,480.0,460.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,468,235.0,233.0,,5.0,27.0,10.0,49.0,,34.0,343.0,6.0,,6.0,63.0,2.0,,9.0,34.0,61.0,462.0,468.0,462.0,405.0,466.0,468,459.0,434.0,407.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,9th Grade,437,220.0,217.0,,4.0,27.0,14.0,46.0,2.0,23.0,321.0,13.0,3.0,9.0,73.0,4.0,,9.0,25.0,63.0,424.0,434.0,428.0,364.0,433.0,437,428.0,412.0,374.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,1843,851.0,988.0,4.0,5.0,118.0,43.0,144.0,3.0,150.0,1380.0,39.0,3.0,11.0,167.0,4.0,5.0,21.0,182.0,204.0,1804.0,1840.0,1832.0,1676.0,1839.0,1838,1822.0,1661.0,1639.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,2018,949.0,1069.0,,8.0,131.0,57.0,165.0,4.0,148.0,1505.0,49.0,,17.0,216.0,10.0,5.0,53.0,216.0,229.0,1969.0,2018.0,2001.0,1802.0,2008.0,2013,1965.0,1802.0,1789.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,1932,942.0,990.0,,13.0,129.0,53.0,173.0,3.0,117.0,1444.0,49.0,3.0,34.0,238.0,16.0,4.0,31.0,190.0,224.0,1883.0,1929.0,1898.0,1694.0,1916.0,1928,1901.0,1742.0,1708.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,1852,907.0,945.0,,18.0,115.0,56.0,175.0,1.0,106.0,1381.0,47.0,1.0,36.0,254.0,13.0,3.0,44.0,148.0,204.0,1805.0,1851.0,1816.0,1598.0,1839.0,1849,1808.0,1704.0,1648.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,1700,836.0,864.0,,22.0,107.0,73.0,165.0,3.0,95.0,1235.0,29.0,1.0,40.0,263.0,10.0,,45.0,134.0,199.0,1671.0,1699.0,1660.0,1437.0,1690.0,1700,1655.0,1566.0,1501.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2220.0,Ballard High School,101071.0,P,AllGrades,1670,813.0,857.0,,18.0,117.0,76.0,173.0,6.0,82.0,1198.0,41.0,3.0,38.0,288.0,22.0,,51.0,98.0,192.0,1629.0,1667.0,1632.0,1382.0,1648.0,1670,1619.0,1572.0,1478.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,74,39.0,35.0,,1.0,20.0,2.0,23.0,,14.0,14.0,33.0,,4.0,41.0,,,1.0,,2.0,41.0,74.0,70.0,33.0,74.0,74,73.0,74.0,72.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,62,25.0,37.0,,,16.0,6.0,23.0,,6.0,11.0,32.0,,,35.0,,,,,4.0,30.0,62.0,62.0,27.0,62.0,62,62.0,62.0,58.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,70,38.0,32.0,,,20.0,5.0,26.0,,10.0,9.0,38.0,1.0,3.0,45.0,1.0,,,,7.0,32.0,69.0,67.0,25.0,69.0,70,70.0,70.0,63.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,73,42.0,31.0,,,16.0,1.0,33.0,,10.0,13.0,38.0,,4.0,46.0,,,,,6.0,35.0,73.0,69.0,27.0,73.0,73,73.0,73.0,67.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,83,44.0,39.0,,2.0,24.0,6.0,28.0,,10.0,13.0,34.0,,1.0,50.0,1.0,,1.0,,4.0,49.0,83.0,82.0,33.0,82.0,83,82.0,83.0,79.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,1st Grade,75,35.0,40.0,,,19.0,4.0,29.0,,8.0,15.0,35.0,,1.0,43.0,,,2.0,,9.0,40.0,75.0,74.0,32.0,75.0,75,73.0,75.0,66.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,63,27.0,36.0,,,15.0,6.0,23.0,,7.0,12.0,31.0,,,34.0,,,2.0,,3.0,32.0,63.0,63.0,29.0,63.0,63,61.0,63.0,60.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,68,37.0,31.0,,,19.0,6.0,23.0,,10.0,10.0,28.0,1.0,,39.0,1.0,,,,8.0,40.0,67.0,68.0,29.0,67.0,68,68.0,68.0,60.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,71,40.0,31.0,,,13.0,2.0,31.0,,12.0,13.0,36.0,,5.0,45.0,,,,,7.0,35.0,71.0,66.0,26.0,71.0,71,71.0,71.0,64.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,76,45.0,31.0,,2.0,23.0,5.0,22.0,,13.0,11.0,24.0,,5.0,44.0,1.0,,2.0,,5.0,52.0,76.0,71.0,32.0,75.0,76,74.0,76.0,71.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,72,31.0,41.0,,,18.0,4.0,27.0,,10.0,13.0,33.0,,,43.0,1.0,,5.0,,9.0,39.0,72.0,72.0,29.0,71.0,72,67.0,72.0,63.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,2nd Grade,90,33.0,57.0,,1.0,30.0,5.0,32.0,,10.0,12.0,48.0,,2.0,56.0,1.0,,2.0,,11.0,42.0,90.0,88.0,34.0,89.0,90,88.0,90.0,79.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,68,36.0,32.0,,,18.0,8.0,23.0,,10.0,9.0,24.0,1.0,2.0,38.0,1.0,,1.0,,8.0,44.0,67.0,66.0,30.0,67.0,68,67.0,68.0,60.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,69,39.0,30.0,,,11.0,2.0,30.0,,13.0,13.0,24.0,,1.0,41.0,,,1.0,,9.0,45.0,69.0,68.0,28.0,69.0,69,68.0,69.0,60.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,75,45.0,30.0,,1.0,24.0,5.0,23.0,,11.0,11.0,19.0,,1.0,47.0,,,2.0,,6.0,56.0,75.0,74.0,28.0,75.0,75,73.0,75.0,69.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,62,26.0,36.0,,,15.0,4.0,23.0,,11.0,9.0,23.0,,1.0,32.0,,1.0,3.0,,6.0,39.0,62.0,61.0,30.0,62.0,61,59.0,62.0,56.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,88,36.0,52.0,,1.0,31.0,5.0,29.0,,10.0,12.0,43.0,,1.0,54.0,1.0,,7.0,,10.0,45.0,88.0,87.0,34.0,87.0,88,81.0,88.0,78.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,3rd Grade,75,40.0,35.0,,,23.0,7.0,27.0,1.0,5.0,12.0,43.0,,1.0,46.0,,,3.0,,12.0,32.0,75.0,74.0,29.0,75.0,75,72.0,75.0,63.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,71,39.0,32.0,,,12.0,3.0,30.0,,14.0,12.0,22.0,,2.0,44.0,,,1.0,,10.0,49.0,71.0,69.0,27.0,71.0,71,70.0,71.0,61.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,76,41.0,35.0,,1.0,22.0,4.0,24.0,,13.0,12.0,12.0,1.0,,41.0,,,1.0,,8.0,64.0,75.0,76.0,35.0,76.0,76,75.0,76.0,68.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,62,27.0,35.0,,,14.0,5.0,22.0,,10.0,11.0,21.0,,,31.0,1.0,1.0,,,3.0,41.0,62.0,62.0,31.0,61.0,61,62.0,62.0,59.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,77,30.0,47.0,,1.0,29.0,5.0,21.0,,9.0,12.0,21.0,,4.0,50.0,,,2.0,,9.0,56.0,77.0,73.0,27.0,77.0,77,75.0,77.0,68.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,66,34.0,32.0,,,22.0,5.0,24.0,1.0,6.0,8.0,37.0,,,42.0,,,,,10.0,29.0,66.0,66.0,24.0,66.0,66,66.0,66.0,56.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,4th Grade,75,30.0,45.0,,,17.0,7.0,33.0,,9.0,9.0,27.0,,2.0,46.0,1.0,,1.0,,14.0,48.0,75.0,73.0,29.0,74.0,75,74.0,75.0,61.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,73,40.0,33.0,,1.0,19.0,4.0,23.0,,14.0,12.0,9.0,1.0,,38.0,,1.0,1.0,,8.0,64.0,72.0,73.0,35.0,73.0,72,72.0,73.0,65.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,64,27.0,37.0,,,15.0,5.0,22.0,,10.0,12.0,18.0,,,31.0,1.0,1.0,1.0,,5.0,46.0,64.0,64.0,33.0,63.0,63,63.0,64.0,59.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,75,32.0,43.0,,1.0,26.0,5.0,21.0,,11.0,11.0,15.0,,4.0,47.0,,,,,10.0,60.0,75.0,71.0,28.0,75.0,75,75.0,75.0,65.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,68,35.0,33.0,,,22.0,4.0,26.0,1.0,5.0,10.0,24.0,,3.0,44.0,,1.0,1.0,1.0,13.0,44.0,68.0,65.0,24.0,68.0,67,67.0,67.0,55.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,77,31.0,46.0,,,19.0,7.0,34.0,,9.0,8.0,21.0,,2.0,48.0,1.0,,4.0,,10.0,56.0,77.0,75.0,29.0,76.0,77,73.0,77.0,67.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,5th Grade,74,37.0,37.0,,,24.0,6.0,33.0,,1.0,10.0,27.0,,1.0,51.0,,,1.0,,14.0,47.0,74.0,73.0,23.0,74.0,74,73.0,74.0,60.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,418,214.0,204.0,,2.0,102.0,25.0,142.0,,74.0,73.0,145.0,2.0,8.0,218.0,1.0,1.0,6.0,,38.0,273.0,416.0,410.0,200.0,417.0,417,412.0,418.0,380.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,411,207.0,204.0,,2.0,104.0,25.0,141.0,,67.0,72.0,148.0,2.0,3.0,227.0,2.0,1.0,6.0,,38.0,263.0,409.0,408.0,184.0,409.0,410,405.0,411.0,373.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,416,207.0,209.0,,2.0,113.0,28.0,145.0,,60.0,68.0,163.0,1.0,15.0,247.0,2.0,1.0,3.0,,37.0,253.0,415.0,401.0,169.0,414.0,415,413.0,416.0,379.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,423,213.0,210.0,,3.0,126.0,22.0,150.0,1.0,56.0,65.0,164.0,1.0,19.0,259.0,2.0,2.0,9.0,1.0,42.0,259.0,422.0,404.0,164.0,421.0,421,414.0,422.0,381.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,459,218.0,241.0,,3.0,131.0,29.0,174.0,1.0,53.0,68.0,210.0,,6.0,285.0,4.0,,20.0,,48.0,249.0,459.0,453.0,174.0,455.0,459,439.0,459.0,411.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,AllGrades,481,223.0,258.0,,3.0,138.0,36.0,186.0,1.0,44.0,73.0,221.0,,8.0,294.0,3.0,,11.0,,66.0,260.0,481.0,473.0,187.0,478.0,481,470.0,481.0,415.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Half-day Kindergarten,71,41.0,30.0,,,16.0,1.0,32.0,,8.0,14.0,40.0,,1.0,46.0,,,1.0,,5.0,31.0,71.0,70.0,25.0,71.0,71,70.0,71.0,66.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Half-day Kindergarten,92,48.0,44.0,,2.0,25.0,7.0,32.0,,11.0,15.0,41.0,,1.0,52.0,1.0,,2.0,,6.0,51.0,92.0,91.0,40.0,91.0,92,90.0,92.0,86.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Kindergarten,69,33.0,36.0,,,18.0,2.0,20.0,,15.0,14.0,26.0,,,23.0,,,,,7.0,43.0,69.0,69.0,46.0,69.0,69,69.0,69.0,62.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Kindergarten,72,38.0,34.0,,1.0,21.0,2.0,19.0,,15.0,14.0,34.0,,2.0,40.0,,,3.0,,4.0,38.0,72.0,70.0,32.0,72.0,72,69.0,72.0,68.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Kindergarten,63,25.0,38.0,,,16.0,6.0,22.0,,6.0,13.0,34.0,,2.0,32.0,,,1.0,,4.0,29.0,63.0,61.0,31.0,63.0,63,62.0,63.0,59.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Kindergarten,67,35.0,32.0,,,21.0,3.0,25.0,,8.0,10.0,34.0,1.0,2.0,43.0,1.0,,1.0,,3.0,33.0,66.0,65.0,24.0,66.0,67,66.0,67.0,64.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2070.0,Beacon Hill International School,101039.0,P,Kindergarten,2,1.0,1.0,,,1.0,1.0,,,,,2.0,,1.0,2.0,,,2.0,,,,2.0,1.0,,2.0,2,,2.0,2.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,5048.0,Birth to 3 Contracts,104200.0,S,AllGrades,392,167.0,225.0,,2.0,58.0,47.0,49.0,,48.0,188.0,,,3.0,1.0,,3.0,128.0,,312.0,392.0,392.0,389.0,391.0,392.0,389,264.0,392.0,80.0,02/11/2020 12:00:00 AM
